
     d           S.E.
92    0.00131687  0.00042972
93    0.00378953  0.00062616
94    0.00067340  0.00046143
95    0.00095068  0.00043608
96    0.00210397  0.00054934
97    0.00095926  0.00029770
98   n/c         n/c         
99   n/c         n/c         
100   0.00170200  0.00051059
101   0.00192172  0.00052957
102   0.00067340  0.00048004
103   0.00000000  0.00000000
104   0.00077543  0.00039600
105   0.00245902  0.00054868
106   0.00216611  0.00053723
107   0.00044893  0.00044030
108  n/c         n/c         
109   0.00109173  0.00046075
110   0.00179574  0.00089440
111   0.00258137  0.00074372
112   0.00415264  0.00116132
114   0.00044893  0.00044700
115   0.00000000  0.00000000
116   0.00026936  0.00027128
117   0.00269360  0.00109151
118   0.00000000  0.00000000
119   0.00033670  0.00033682
120   0.00000000  0.00000000
121   0.00119332  0.00036365
122   0.00633576  0.00090017
123   0.00000000  0.00000000
124   0.00044893  0.00045590
125   0.00586743  0.00072487
126   0.00067340  0.00066757
127  n/c         n/c         
128  n/c         n/c         
129   0.00553535  0.00091826
130   0.00460201  0.00081281
76    0.00134680  0.00095632
131   0.00000000  0.00000000
132  n/c         n/c         
133  n/c         n/c         
134   0.00404040  0.00167583
135  n/c         n/c         
136   0.00202020  0.00114915
137   0.00202020  0.00116556
138   0.00121853  0.00055325
139   0.00062815  0.00023528
140   0.00134680  0.00094181
141   0.00000000  0.00000000
142   0.00134680  0.00095724
143  n/c         n/c         
144  n/c         n/c         
145   0.00067340  0.00066418
146   0.00202020  0.00082349
147  n/c         n/c         
148   0.00673401  0.00209728
149   0.00419446  0.00079734
150   0.00336700  0.00146240
151   0.00404040  0.00136591
152   0.00202020  0.00117150
153  n/c         n/c         
154   0.00293188  0.00055502
155   0.01010101  0.00261132
156   0.00314254  0.00116526
157   0.00202020  0.00112164
158   0.00853413  0.00197727
159   0.00038480  0.00027511
160   0.00048260  0.00025003
161   0.00000000  0.00000000
162   0.00000000  0.00000000
163   0.00067340  0.00066678
164  n/c         n/c         
165   0.00000000  0.00000000
113  n/c         n/c         
166   0.00144131  0.00037476
167   0.00342417  0.00049048
168   0.00404040  0.00161467
169   0.00202020  0.00118496
170  n/c         n/c         
171   0.00067385  0.00066837
172  n/c         n/c         
173   0.00763187  0.00180352
174  n/c         n/c         
175   0.00033670  0.00032685
176   0.00875421  0.00248425
177   0.00404040  0.00161509
178  n/c         n/c         
179   0.00000000  0.00000000
180   0.00179574  0.00087197
181   0.00179574  0.00091370
182  n/c         n/c         
183   0.00202020  0.00120499
184   0.00134680  0.00076284
186   0.00067340  0.00067896
187  n/c         n/c         
188   0.00538721  0.00190420
189   0.00606061  0.00197558
190   0.00022447  0.00022016
191   0.00398983  0.00078864
192   0.00269360  0.00134730
185  n/c         n/c         
193   0.00156325  0.00059172
194   0.00134680  0.00076428
195   0.00000000  0.00000000
196   0.00044893  0.00046450
197   0.00044893  0.00043258
198   0.00134680  0.00095727
199   0.00193125  0.00052227
200   0.00357326  0.00049707
201   0.00022447  0.00022679
202   0.00044893  0.00043061
203   0.00040404  0.00041720
204   0.00229647  0.00058138
205   0.00000000  0.00000000
206  n/c         n/c         
207   0.00000000  0.00000000
208   0.00109384  0.00037960
209  n/c         n/c         
210   0.00000000  0.00000000
211   0.00314254  0.00117659
212  n/c         n/c         
213  n/c         n/c         
214   0.00134680  0.00078387
215   0.00606061  0.00199353
216   0.01818182  0.00349063
217   0.00180778  0.00041160
218   0.00808081  0.00188923
219   0.00471380  0.00177922
220  n/c         n/c         
221  n/c         n/c         
222   0.00180375  0.00066505
223  n/c         n/c         
224   0.00302496  0.00056874
225   0.00026936  0.00027562
226   0.00314254  0.00123416
227   0.00471380  0.00185757
228  n/c         n/c         
229  n/c         n/c         
230   0.00067340  0.00065584
231   0.00718294  0.00178649
232  n/c         n/c         
233   0.00000000  0.00000000
234   0.00000000  0.00000000
235  n/c         n/c         
236   0.00026936  0.00027749
237   0.00101010  0.00056927
238   0.00134680  0.00094682
239   0.00067340  0.00064592
240  n/c         n/c         
241  n/c         n/c         
242  n/c         n/c         
243   0.00000000  0.00000000
244  n/c         n/c         
245  n/c         n/c         
246   0.00051800  0.00023373
247   0.00000000  0.00000000
